age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
25.000000	Private	231638.000000	HS-grad	9.000000	Never-married	Adm-clerical	Own-child	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
49.000000	Private	33673.000000	12th	8.000000	Never-married	Transport-moving	Not-in-family	Asian-Pac-Islander	Male	0.000000	0.000000	35.000000	United-States	<=50K
43.000000	Private	212894.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
50.000000	Private	238959.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	99999.000000	0.000000	60.000000	?	>50K
50.000000	?	87263.000000	HS-grad	9.000000	Married-civ-spouse	?	Husband	White	Male	0.000000	0.000000	55.000000	United-States	>50K
19.000000	?	117444.000000	HS-grad	9.000000	Never-married	?	Own-child	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
41.000000	Private	130126.000000	Prof-school	15.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	80.000000	United-States	>50K
62.000000	Private	88579.000000	HS-grad	9.000000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	38.000000	United-States	<=50K
36.000000	Private	186212.000000	Assoc-acdm	12.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
31.000000	Private	168521.000000	Bachelors	13.000000	Never-married	Exec-managerial	Unmarried	White	Female	0.000000	0.000000	50.000000	United-States	<=50K
60.000000	Private	33266.000000	HS-grad	9.000000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
20.000000	Private	314422.000000	HS-grad	9.000000	Never-married	Sales	Own-child	White	Female	0.000000	0.000000	30.000000	United-States	<=50K
24.000000	Private	197757.000000	Bachelors	13.000000	Never-married	Prof-specialty	Own-child	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	Philippines	<=50K
44.000000	Private	171256.000000	Assoc-acdm	12.000000	Divorced	Machine-op-inspct	Own-child	White	Female	0.000000	0.000000	45.000000	United-States	<=50K
34.000000	Self-emp-inc	242984.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
47.000000	Private	168211.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	44.000000	United-States	<=50K
45.000000	Private	209912.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0.000000	0.000000	40.000000	India	>50K
48.000000	Private	174794.000000	Assoc-voc	11.000000	Divorced	Adm-clerical	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	157747.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
50.000000	Private	169925.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	15.000000	United-States	<=50K
30.000000	Private	180656.000000	Some-college	10.000000	Married-spouse-absent	Craft-repair	Not-in-family	White	Male	0.000000	0.000000	40.000000	?	<=50K
20.000000	Private	181370.000000	Some-college	10.000000	Never-married	Other-service	Own-child	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
55.000000	Private	23789.000000	HS-grad	9.000000	Divorced	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
46.000000	Local-gov	367251.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	Black	Male	0.000000	0.000000	40.000000	United-States	>50K
33.000000	Private	318982.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
20.000000	Private	115057.000000	Some-college	10.000000	Never-married	Other-service	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
43.000000	Private	483450.000000	9th	5.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	Mexico	<=50K
54.000000	Local-gov	163557.000000	HS-grad	9.000000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	30.000000	United-States	<=50K
32.000000	Private	857532.000000	HS-grad	9.000000	Never-married	Machine-op-inspct	Own-child	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
45.000000	Local-gov	185399.000000	Masters	14.000000	Divorced	Prof-specialty	Own-child	White	Female	0.000000	0.000000	55.000000	United-States	<=50K
34.000000	Self-emp-not-inc	31740.000000	HS-grad	9.000000	Never-married	Farming-fishing	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
19.000000	Private	223648.000000	11th	7.000000	Never-married	Sales	Own-child	White	Male	0.000000	0.000000	20.000000	?	<=50K
42.000000	Self-emp-not-inc	177937.000000	Bachelors	13.000000	Married-spouse-absent	Exec-managerial	Not-in-family	White	Male	0.000000	0.000000	45.000000	Poland	<=50K
36.000000	Private	110998.000000	Masters	14.000000	Widowed	Tech-support	Unmarried	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	India	<=50K
82.000000	Private	132870.000000	HS-grad	9.000000	Widowed	Exec-managerial	Not-in-family	White	Female	0.000000	4356.000000	18.000000	United-States	<=50K
42.000000	Private	70055.000000	11th	7.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
58.000000	Self-emp-not-inc	274917.000000	Masters	14.000000	Widowed	Other-service	Not-in-family	White	Female	0.000000	0.000000	15.000000	United-States	<=50K
48.000000	Private	345006.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000000	0.000000	45.000000	Mexico	<=50K
72.000000	Private	97304.000000	HS-grad	9.000000	Married-spouse-absent	Machine-op-inspct	Unmarried	White	Male	2346.000000	0.000000	40.000000	?	<=50K
40.000000	Self-emp-not-inc	93793.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
28.000000	Private	469864.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	164748.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
52.000000	Private	123780.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	38.000000	United-States	<=50K
41.000000	Private	154668.000000	Some-college	10.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
32.000000	Self-emp-not-inc	62165.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0.000000	0.000000	40.000000	?	<=50K
38.000000	Private	81232.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	?	>50K
57.000000	Local-gov	170066.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	25.000000	United-States	>50K
31.000000	Private	113667.000000	HS-grad	9.000000	Never-married	Sales	Unmarried	Black	Female	0.000000	0.000000	25.000000	United-States	<=50K
38.000000	Private	169104.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	60.000000	United-States	>50K
45.000000	Private	81132.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Husband	Asian-Pac-Islander	Male	0.000000	0.000000	40.000000	Philippines	<=50K
62.000000	Private	122033.000000	HS-grad	9.000000	Widowed	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	38.000000	United-States	<=50K
51.000000	Private	90363.000000	Some-college	10.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	15024.000000	0.000000	40.000000	United-States	>50K
27.000000	Private	34273.000000	Assoc-voc	11.000000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000000	1876.000000	36.000000	Canada	<=50K
22.000000	Private	103277.000000	Assoc-acdm	12.000000	Never-married	Adm-clerical	Own-child	White	Female	0.000000	0.000000	20.000000	United-States	<=50K
44.000000	Private	282062.000000	7th-8th	4.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
25.000000	Private	201635.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	50.000000	United-States	<=50K
25.000000	Self-emp-not-inc	213385.000000	Some-college	10.000000	Never-married	Craft-repair	Own-child	White	Male	0.000000	0.000000	80.000000	United-States	<=50K
20.000000	Private	113511.000000	11th	7.000000	Never-married	Transport-moving	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
19.000000	Private	195985.000000	HS-grad	9.000000	Never-married	Other-service	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
29.000000	Private	568490.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
40.000000	Private	104196.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	1887.000000	40.000000	United-States	>50K
31.000000	Private	115488.000000	HS-grad	9.000000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
53.000000	Private	202720.000000	9th	5.000000	Married-spouse-absent	Machine-op-inspct	Unmarried	Black	Male	0.000000	0.000000	75.000000	Haiti	<=50K
46.000000	Private	94809.000000	Some-college	10.000000	Divorced	Priv-house-serv	Unmarried	White	Female	0.000000	0.000000	30.000000	United-States	<=50K
32.000000	Private	37210.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
58.000000	Private	197114.000000	11th	7.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Local-gov	248346.000000	Assoc-acdm	12.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
23.000000	Private	353696.000000	HS-grad	9.000000	Never-married	Farming-fishing	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
65.000000	Private	185001.000000	10th	6.000000	Widowed	Sales	Not-in-family	White	Female	0.000000	0.000000	20.000000	United-States	<=50K
54.000000	State-gov	188809.000000	Doctorate	16.000000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	50.000000	United-States	>50K
50.000000	Private	305147.000000	Bachelors	13.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
47.000000	Private	306183.000000	Some-college	10.000000	Divorced	Other-service	Own-child	White	Female	0.000000	0.000000	44.000000	United-States	<=50K
54.000000	Private	124194.000000	HS-grad	9.000000	Widowed	Other-service	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
22.000000	Private	173736.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
29.000000	Self-emp-not-inc	389857.000000	HS-grad	9.000000	Never-married	Craft-repair	Not-in-family	White	Male	0.000000	0.000000	50.000000	United-States	>50K
24.000000	Federal-gov	130534.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
59.000000	Private	159724.000000	Masters	14.000000	Married-civ-spouse	Sales	Husband	White	Male	7298.000000	0.000000	55.000000	United-States	>50K
28.000000	Private	149769.000000	HS-grad	9.000000	Never-married	Machine-op-inspct	Not-in-family	Asian-Pac-Islander	Male	0.000000	0.000000	40.000000	Cambodia	<=50K
53.000000	Private	81794.000000	12th	8.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
35.000000	Self-emp-not-inc	454915.000000	9th	5.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
37.000000	Private	116960.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	45.000000	United-States	>50K
56.000000	Private	101436.000000	HS-grad	9.000000	Divorced	Adm-clerical	Other-relative	Amer-Indian-Eskimo	Female	0.000000	0.000000	35.000000	United-States	<=50K
41.000000	Private	352834.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688.000000	0.000000	55.000000	United-States	>50K
30.000000	Private	130078.000000	Bachelors	13.000000	Never-married	Sales	Not-in-family	White	Female	0.000000	0.000000	45.000000	United-States	<=50K
20.000000	Private	379198.000000	HS-grad	9.000000	Never-married	Other-service	Other-relative	Other	Male	0.000000	0.000000	40.000000	Mexico	<=50K
45.000000	Private	199058.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	48.000000	?	<=50K
48.000000	Self-emp-not-inc	97883.000000	HS-grad	9.000000	Separated	Other-service	Other-relative	White	Female	0.000000	0.000000	25.000000	United-States	<=50K
39.000000	Self-emp-not-inc	160120.000000	Doctorate	16.000000	Divorced	Adm-clerical	Other-relative	Other	Male	0.000000	0.000000	40.000000	?	<=50K
38.000000	Private	196123.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
83.000000	Self-emp-not-inc	213866.000000	HS-grad	9.000000	Widowed	Exec-managerial	Not-in-family	White	Male	0.000000	0.000000	8.000000	United-States	<=50K
45.000000	Private	199832.000000	Bachelors	13.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	15.000000	United-States	<=50K
18.000000	?	28311.000000	11th	7.000000	Never-married	?	Own-child	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
49.000000	Private	199058.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	38.000000	United-States	<=50K
39.000000	Self-emp-not-inc	188571.000000	11th	7.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
52.000000	Federal-gov	312500.000000	Assoc-voc	11.000000	Divorced	Farming-fishing	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
23.000000	Private	462294.000000	Assoc-acdm	12.000000	Never-married	Other-service	Own-child	Black	Male	0.000000	0.000000	44.000000	United-States	<=50K
44.000000	Self-emp-inc	64632.000000	Doctorate	16.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	60.000000	United-States	<=50K
48.000000	Self-emp-not-inc	177783.000000	7th-8th	4.000000	Never-married	Farming-fishing	Not-in-family	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
21.000000	?	162160.000000	Some-college	10.000000	Never-married	?	Own-child	Asian-Pac-Islander	Male	0.000000	0.000000	40.000000	Taiwan	<=50K
35.000000	Private	283305.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
40.000000	Private	223548.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	40.000000	Mexico	<=50K
36.000000	?	139770.000000	Some-college	10.000000	Divorced	?	Own-child	White	Female	0.000000	0.000000	32.000000	United-States	<=50K
33.000000	Private	215306.000000	Assoc-voc	11.000000	Never-married	Other-service	Not-in-family	White	Male	0.000000	0.000000	40.000000	Cuba	<=50K
35.000000	Private	379959.000000	HS-grad	9.000000	Divorced	Other-service	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
71.000000	Private	196610.000000	7th-8th	4.000000	Widowed	Exec-managerial	Not-in-family	White	Male	6097.000000	0.000000	40.000000	United-States	>50K
32.000000	Private	286689.000000	Assoc-acdm	12.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	42.000000	United-States	>50K
30.000000	Local-gov	44566.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	80.000000	United-States	<=50K
41.000000	Private	119266.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	34848.000000	Some-college	10.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	4064.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	342709.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
29.000000	Private	113870.000000	1st-4th	2.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	40.000000	?	<=50K
23.000000	Private	213811.000000	Bachelors	13.000000	Never-married	Exec-managerial	Own-child	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
40.000000	Private	84136.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	25.000000	United-States	<=50K
37.000000	Private	223433.000000	HS-grad	9.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
44.000000	Self-emp-not-inc	201742.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	2415.000000	50.000000	United-States	>50K
22.000000	Private	374116.000000	HS-grad	9.000000	Never-married	Priv-house-serv	Own-child	White	Female	0.000000	0.000000	36.000000	United-States	<=50K
44.000000	Private	175943.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000000	0.000000	20.000000	United-States	<=50K
36.000000	Private	167482.000000	Bachelors	13.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
40.000000	Private	182217.000000	Some-college	10.000000	Married-civ-spouse	Other-service	Wife	White	Female	0.000000	0.000000	40.000000	Scotland	<=50K
42.000000	Private	175515.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
43.000000	Private	70055.000000	Some-college	10.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
31.000000	Private	651396.000000	HS-grad	9.000000	Never-married	Sales	Own-child	White	Female	0.000000	1594.000000	30.000000	United-States	<=50K
19.000000	Private	73190.000000	Some-college	10.000000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	20.000000	United-States	<=50K
44.000000	Private	215468.000000	Bachelors	13.000000	Separated	Machine-op-inspct	Unmarried	Black	Female	0.000000	0.000000	7.000000	United-States	<=50K
35.000000	Private	82622.000000	HS-grad	9.000000	Divorced	Exec-managerial	Not-in-family	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
51.000000	Private	313146.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
51.000000	Private	139347.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	7688.000000	0.000000	40.000000	United-States	>50K
21.000000	Private	230248.000000	HS-grad	9.000000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	25.000000	United-States	<=50K
26.000000	Federal-gov	52322.000000	Bachelors	13.000000	Never-married	Tech-support	Not-in-family	Other	Male	0.000000	0.000000	60.000000	United-States	<=50K
52.000000	Private	126978.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Wife	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	China	<=50K
51.000000	State-gov	94174.000000	Some-college	10.000000	Divorced	Adm-clerical	Unmarried	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
28.000000	Private	51461.000000	Bachelors	13.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	1887.000000	40.000000	United-States	>50K
38.000000	Private	209609.000000	Some-college	10.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
37.000000	Private	126675.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	57.000000	United-States	<=50K
22.000000	Private	124454.000000	Some-college	10.000000	Never-married	Sales	Not-in-family	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
40.000000	Private	187802.000000	Some-college	10.000000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000000	1887.000000	40.000000	United-States	>50K
39.000000	Private	76417.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
24.000000	Private	604537.000000	HS-grad	9.000000	Never-married	Transport-moving	Unmarried	White	Male	0.000000	0.000000	40.000000	Mexico	<=50K
41.000000	Private	175674.000000	Bachelors	13.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
35.000000	Local-gov	387777.000000	Assoc-acdm	12.000000	Married-civ-spouse	Protective-serv	Husband	White	Male	0.000000	0.000000	52.000000	United-States	<=50K
54.000000	Local-gov	168553.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
37.000000	Private	123833.000000	Some-college	10.000000	Never-married	Sales	Not-in-family	White	Male	0.000000	0.000000	60.000000	United-States	<=50K
31.000000	Private	223212.000000	7th-8th	4.000000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
67.000000	?	63552.000000	7th-8th	4.000000	Widowed	?	Not-in-family	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
28.000000	State-gov	381789.000000	Some-college	10.000000	Separated	Exec-managerial	Own-child	White	Male	0.000000	2339.000000	40.000000	United-States	<=50K
44.000000	Self-emp-not-inc	115896.000000	Assoc-voc	11.000000	Widowed	Prof-specialty	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
42.000000	Private	245317.000000	10th	6.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
36.000000	Federal-gov	106297.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
35.000000	Private	27408.000000	Some-college	10.000000	Never-married	Sales	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	137814.000000	Some-college	10.000000	Separated	Sales	Not-in-family	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
50.000000	Private	191299.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
30.000000	Private	35644.000000	11th	7.000000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
31.000000	Private	265706.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	7298.000000	0.000000	40.000000	United-States	>50K
45.000000	Private	167617.000000	Some-college	10.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
32.000000	State-gov	200469.000000	Some-college	10.000000	Never-married	Protective-serv	Unmarried	Black	Female	3887.000000	0.000000	40.000000	United-States	<=50K
30.000000	Self-emp-not-inc	31510.000000	Assoc-acdm	12.000000	Divorced	Craft-repair	Not-in-family	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
36.000000	Private	199501.000000	Some-college	10.000000	Divorced	Exec-managerial	Unmarried	Black	Female	0.000000	0.000000	38.000000	United-States	<=50K
54.000000	Federal-gov	230387.000000	HS-grad	9.000000	Widowed	Adm-clerical	Unmarried	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
41.000000	Private	297186.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Wife	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
30.000000	Private	163604.000000	Bachelors	13.000000	Widowed	Prof-specialty	Unmarried	White	Female	0.000000	0.000000	55.000000	United-States	>50K
25.000000	Private	193773.000000	HS-grad	9.000000	Never-married	Other-service	Not-in-family	Black	Female	0.000000	0.000000	35.000000	United-States	<=50K
42.000000	Private	366180.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	55.000000	United-States	>50K
33.000000	Federal-gov	26543.000000	Assoc-voc	11.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
34.000000	Local-gov	209213.000000	Bachelors	13.000000	Never-married	Prof-specialty	Other-relative	Black	Male	0.000000	0.000000	15.000000	United-States	<=50K
21.000000	Private	383603.000000	10th	6.000000	Never-married	Other-service	Not-in-family	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
34.000000	Private	226629.000000	HS-grad	9.000000	Never-married	Priv-house-serv	Not-in-family	White	Female	0.000000	0.000000	40.000000	Mexico	<=50K
43.000000	Private	299197.000000	Some-college	10.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Private	123291.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	84.000000	United-States	>50K
34.000000	State-gov	221966.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
41.000000	Private	34037.000000	HS-grad	9.000000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
31.000000	Private	257863.000000	Some-college	10.000000	Divorced	Other-service	Not-in-family	White	Female	0.000000	0.000000	15.000000	United-States	<=50K
48.000000	Private	182541.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024.000000	0.000000	45.000000	United-States	>50K
39.000000	Private	181661.000000	HS-grad	9.000000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
73.000000	Private	284680.000000	HS-grad	9.000000	Divorced	Other-service	Not-in-family	White	Female	0.000000	0.000000	20.000000	United-States	<=50K
28.000000	Private	65171.000000	Some-college	10.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	70.000000	United-States	<=50K
51.000000	Private	340588.000000	1st-4th	2.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	54.000000	Mexico	<=50K
53.000000	Private	133436.000000	7th-8th	4.000000	Divorced	Machine-op-inspct	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
32.000000	Private	190784.000000	Some-college	10.000000	Divorced	Machine-op-inspct	Unmarried	Amer-Indian-Eskimo	Male	0.000000	0.000000	40.000000	United-States	<=50K
32.000000	Private	178835.000000	HS-grad	9.000000	Never-married	Adm-clerical	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
70.000000	Self-emp-not-inc	177199.000000	HS-grad	9.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	3.000000	United-States	<=50K
42.000000	State-gov	160369.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
39.000000	Self-emp-not-inc	315640.000000	Bachelors	13.000000	Never-married	Sales	Own-child	Asian-Pac-Islander	Male	0.000000	0.000000	60.000000	Iran	<=50K
38.000000	Private	183279.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	43.000000	United-States	<=50K
39.000000	Self-emp-inc	172538.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
45.000000	Private	116360.000000	HS-grad	9.000000	Divorced	Other-service	Not-in-family	Black	Female	0.000000	0.000000	35.000000	United-States	<=50K
