Sponge	A.CAPAS_DEL_CORTEX 	A.CAPA_INTERNA_DEL_CORTEX 	A.CORTEX 	A.CORTEX_FIBROSO 	A.CORTEX_SOLO_DE_ESPICULAS_TANGENCIALES 	A.CUERPOS_EXTRANOS_EN_EL_CORTEX 	A.GROSOR_DEL_CORTEX 	A.HACES_DE_ESPICULAS_PRINCIPALES_EN_POMPON_EN_EL_CORTEX 	A.TILOSTILOS_ADICIONALES_COANOSOMA	B.NUMERO_DE_TIPOS_DE_MEGASCLERAS 	C.TIPO_ESPICULA_PRINCIPAL_DIACTINA_TUBERCULADA 	C.TIPO_ESPICULA_PRINCIPAL_ESTILO 	C.TIPO_ESPICULA_PRINCIPAL_ESTILOS_2_TAMANOS 	C.TIPO_ESPICULA_PRINCIPAL_ESTILO_TILOSTILO 	C.TIPO_ESPICULA_PRINCIPAL_ESTRONGILOXA 	C.TIPO_ESPICULA_PRINCIPAL_OXAS 	C.TIPO_ESPICULA_PRINCIPAL_TILOSTILO 	D.ESPICULA_PRINCIPAL_ESTILO 	D.ESPICULA_PRINCIPAL_TILOSTILO 	D.FORMA_BASE_TILOSTILO_PRINCIPAL 	E.DISPOSICION_MEGASCLERAS_ECTOSOMICAS_EN_EL_ECTOSOMA 	E.FORMA_BASE_TILOSTILO_ECTOSOMICO 	E.FORMA_MEGASCLERA_ECTOSOMICA 	E.TIPO_MEGASCLERA_ECTOSOMICA 	F.TIPO_DE_EXOSTILO 	G.FORMA_MEGASCLERA_INTERMEDIARIA 	G.TIPO_MEGASCLERA_INTERMEDIARIA 	H.LONGITUD_MEGASCLERAS 	I.MICROSCLERAS 	I.TIPO_MICROSCLERA 	J.ASTER 	J.DIAMETRO_ESFERASTER 	J.TIPO_DE_ASTER 	J.TIPO_DE_DIPLASTER 	J.TIPO_DE_ESFERASTER 	K.FORMA_FINAL 	L.NUMERO_DE_PAPILAS 	L.PAPILAS 	M.COLOR 	N.SUPERFICIE 	O.DISPOSICION_ESPICULAR_ESQUELETO 	P.ALOJA_CANGREJO_ERMITANO 	P.PERFORANTE 	P.PSEUDORAICES 	P.SUSTRATO
SUBERITES_GIBBOSICEPS	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	2_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	FUSIFORME	TRILOBULADA	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	GLOBULOSA	0	NO	OTROS	LISA	RADIAL_EN_PERIFERIA	NO	NO	NO	DURO
TENTORIUM_PAPILLATUS	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	3	NO	INTERMEDIARIOS	2_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	POLITILOTA	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	RECTA_FUSIFORME	TILOSTILO	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	HEMISFERICA	0	NO	?	RUGOSA	RADIAL	NO	NO	NO	DURO
TENTORIUM_SEMISUBERITES	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	3	NO	SIN_TILOSTILOS_ADICIONALES	2_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	FUSIFORME	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	RECTA_FUSIFORME	TILOSTILO	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	GLOBULOSA	0	NO	?	RUGOSA	RADIAL	NO	NO	NO	DURO
TERPIOS_FUGAX	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	POMO	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	1	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	INCRUSTANTE	0	NO	AZUL_O_ANARANJADO_INTENSOS	LISA	CONFUSA	NO	NO	NO	DURO
TETHYA_AURANTIUM	2_CAPAS	MICROSCLERAS	SI	SI	NO	NO	4	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	SI	NO	NO	SIN_ESPICULA_PRINCIPAL_ESTILO	SIN_ESPICULA_PRINCIPAL_TILOSTILO_	SIN_TILOSTILOS	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	SI	ASTER	SI	|40_110|	QUIASTER_Y_ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER	GLOBULOSA	0	NO	OTROS	CON_AREAS_POLIGONALES_ABULTADAS	RADIAL	NO	NO	NO	DURO
TETHYA_CITRINA	1_CAPA	MICROSCLERAS	SI	NO	NO	NO	4	NO	SIN_TILOSTILOS_ADICIONALES	SI_TIPO	NO	NO	NO	NO	SI	NO	NO	SIN_ESPICULA_PRINCIPAL_ESTILO	SIN_ESPICULA_PRINCIPAL_TILOSTILO_	SIN_TILOSTILOS	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	SI	ASTER	SI	|40_110|	ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER	GLOBULOSA	0	NO	OTROS	CON_AREAS_POLIGONALES_ABULTADAS	RADIAL	NO	NO	NO	DURO
TIMEA_CHONDRILLOIDES	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	SI	NO	NO	NO	NO	NO	NORMAL	SIN_ESPICULA_PRINCIPAL_TILOSTILO_	SIN_TILOSTILOS	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	SI	ASTER	SI	|27_44|	ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER	INCRUSTANTE	0	NO	?	LISA	HYMEDESMOIDE	NO	NO	NO	DURO
TIMEA_HALLEZI	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	2	SI	ASTER	SI	|10_12|	ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER	INCRUSTANTE	0	NO	OTROS	TOTALMENTE_HISPIDA	HYMEDESMOIDE	NO	NO	NO	DURO
TIMEA_MIXTA	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	2	SI	ASTER	SI	|5_6_Y_15_35|	ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER_Y_TILOESFERASTER	INCRUSTANTE	0	NO	OTROS	TOTALMENTE_HISPIDA	HYMEDESMOIDE	NO	NO	NO	DURO
TIMEA_STELLATA	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	3	SI	ASTER	SI	SIN_ESFERASTER	QUIASTER	SIN_DIPLASTERES	SIN_ESFERASTER	INCRUSTANTE	0	NO	AMARILLO_PALIDO	TOTALMENTE_HISPIDA	HYMEDESMOIDE	NO	NO	NO	DURO
TIMEA_UNISTELLATA	SIN_CORTEX	SIN_CAPA_INTERNA_DEL_CORTEX	NO	SIN_CORTEX	SIN_CORTEX	SIN_CORTEX	0	NO	SIN_TILOSTILOS_ADICIONALES	1_TIPO	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	SIN_MEGASCLERAS_ECTOSOMICAS	SIN_TILOSTILO_ECTOSOMICO	SIN_MEGASCLERA_ECTOSOMICA	SIN_MEGASCLERA_ECTOSOMICA	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	1	SI	ASTER	SI	|20_25|	ESFERASTER	SIN_DIPLASTERES	OXIESFERASTER	INCRUSTANTE	0	NO	OTROS	LISA	HYMEDESMOIDE	NO	NO	NO	DURO
TRACHYTELEIA_STEPHENSI	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	2	NO	INTERMEDIARIOS_Y_ECTOSOMICOS	3_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	TILOSTILOS_ESPINOSOS_EN_LA_PUNTA	NORMAL	TILOSTILO	2	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	MASIVO_IRREGULAR	0	NO	?	TOTALMENTE_HISPIDA	RADIAL	NO	NO	NO	DURO
TRICHOSTEMA_HEMISPHAERICUM	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	4	NO	INTERMEDIARIOS_Y_ECTOSOMICOS	3_TIPOS	NO	SI	NO	NO	NO	NO	NO	FUSIFORME	SIN_ESPICULA_PRINCIPAL_TILOSTILO_	SIN_TILOSTILOS	RAMILLETES	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	SIN_EXOSTILOS	FUSIFORME	ESTILO	3	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	HEMISFERICA	2	SI	OTROS	FRANJA_BASAL_DE_ESPICULAS_EN_FLECO	RADIAL	NO	NO	NO	BLANDO
TRICHOSTEMA_SARSI	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	3	NO	INTERMEDIARIOS_Y_ECTOSOMICOS	3_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	SIN_EXOSTILOS	FUSIFORME	TILOSTILO	3	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	DE_CONO_INVERTIDO	2	SI	?	FRANJA_BASAL_DE_ESPICULAS_EN_FLECO	RADIAL	NO	NO	NO	BLANDO
TYLEXOCLADUS_JOUBINI	1_CAPA	SIN_CAPA_INTERNA_DEL_CORTEX	SI	NO	NO	NO	3	NO	ECTOSOMICOS_EN_RAMILLETES	3_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	CLADOTILOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	2	SI	MICROESTILOS_Y_MICROXAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	DE_REVESTIMIENTO	0	NO	?	HISPIDEZ_MAYOR_HACIA_LA_BASE	RADIAL	NO	NO	NO	DURO
WEBERELLA_BURSA	2_CAPAS	TANGENCIAL	SI	SI	NO	NO	3	NO	INTERMEDIARIOS_Y_ECTOSOMICOS	2_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	FUSIFORME	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	1	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	GLOBULOSA	2	SI	OTROS	ATERCIOPELADA	RADIAL_EN_PERIFERIA	NO	NO	NO	DURO
WEBERELLA_VERRUCOSA	2_CAPAS	TANGENCIAL	SI	NO	NO	NO	2	NO	SIN_TILOSTILOS_ADICIONALES	2_TIPOS	NO	NO	NO	NO	NO	NO	SI	SIN_ESPICULA_PRINCIPAL_ESTILO	NORMAL	SUBESFERICA_ALARGADA_OVOIDE	EMPALIZADA	SUBESFERICA_ALARGADA_OVOIDE	CURVADA	TILOSTILO	SIN_EXOSTILOS	SIN_MEGASCLERA_INTERMEDIARIA	SIN_MEGASCLERA_INTERMEDIARIA	1	NO	SIN_MICROSCLERAS	NO	SIN_ESFERASTER	SIN_ASTER	SIN_DIPLASTERES	SIN_ESFERASTER	GLOBULOSA	2	SI	OTROS	ATERCIOPELADA	RADIAL_EN_PERIFERIA	NO	NO	NO	DURO
